tag,type,n,text,xml:id,who,lemma,ana,prev,part,rendition,act,scene,onstage,stagegroup_raw,speaker
l,,1.1.12,,ftln-0012,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.12,Navarre,fs-lll-0001950,,Navarre,#n1-nn,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.12,shall,fs-lll-0001970,,shall,#vmb,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.12,be,fs-lll-0001990,,be,#vvi,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.12,the,fs-lll-0002010,,the,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.12,wonder,fs-lll-0002030,,wonder,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.12,of,fs-lll-0002050,,of,#acp-p,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.12,the,fs-lll-0002070,,the,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.12,world,fs-lll-0002090,,world,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.12,;,fs-lll-0002100,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.13,,ftln-0013,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.13,Our,fs-lll-0002110,,our,#po,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.13,court,fs-lll-0002130,,court,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.13,shall,fs-lll-0002150,,shall,#vmb,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.13,be,fs-lll-0002170,,be,#vvi,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.13,a,fs-lll-0002190,,a,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.13,little,fs-lll-0002210,,little,#j,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.13,academe,fs-lll-0002230,,academe,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.13,",",fs-lll-0002240,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.14,,ftln-0014,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.14,Still,fs-lll-0002250,,still,#av,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.14,and,fs-lll-0002270,,and,#cc,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.14,contemplative,fs-lll-0002290,,contemplative,#j,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.14,in,fs-lll-0002310,,in,#acp-p,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.14,living,fs-lll-0002330,,live,#j_vg,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.14,art,fs-lll-0002350,,art,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.14,.,fs-lll-0002360,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.15,,ftln-0015,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.15,You,fs-lll-0002370,,you,#pn,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.15,three,fs-lll-0002390,,three,#crd,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.15,",",fs-lll-0002400,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.15,Berowne,fs-lll-0002420,,Berowne,#n1-nn,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.15,",",fs-lll-0002430,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.15,Dumaine,fs-lll-0002450,,Dumain,#n1-nn,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.15,",",fs-lll-0002460,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.15,and,fs-lll-0002480,,and,#cc,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.15,Longaville,fs-lll-0002500,,Longaville,#n1-nn,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.15,",",fs-lll-0002510,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.16,,ftln-0016,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.16,Have,fs-lll-0002520,,have,#vvb,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.16,sworn,fs-lll-0002540,,swear,#vvn,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.16,for,fs-lll-0002560,,for,#acp-p,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.16,three,fs-lll-0002580,,three,#crd,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.16,years’,fs-lll-0002600,,year,#n2g,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.16,term,fs-lll-0002620,,term,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.16,to,fs-lll-0002640,,to,#acp-cs,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.16,live,fs-lll-0002660,,live,#vvi,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.16,with,fs-lll-0002680,,with,#acp-p,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.16,me,fs-lll-0002700,,i,#pno,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.16,",",fs-lll-0002710,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.17,,ftln-0017,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.17,My,fs-lll-0002720,,my,#po,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.17,fellow,fs-lll-0002740,,fellow,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.17,scholars,fs-lll-0002760,,scholar,#n2,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.17,",",fs-lll-0002770,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.17,and,fs-lll-0002790,,and,#cc,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.17,to,fs-lll-0002810,,to,#acp-cs,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.17,keep,fs-lll-0002830,,keep,#vvi,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.17,those,fs-lll-0002850,,those,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.17,statutes,fs-lll-0002870,,statute,#n2,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.18,,ftln-0018,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.18,That,fs-lll-0002880,,that,#cs,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.18,are,fs-lll-0002900,,be,#vvb,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.18,recorded,fs-lll-0002920,,record,#vvn,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.18,in,fs-lll-0002940,,in,#acp-p,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.18,this,fs-lll-0002960,,this,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.18,schedule,fs-lll-0002980,,schedule,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.18,here,fs-lll-0003000,,here,#av,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.18,.,fs-lll-0003010,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
stage,business,SD 1.1.18.1,,stg-0018.1,{'#King_LLL'},,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,SD 1.1.18.1,He,fs-lll-0003020,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,SD 1.1.18.1,holds,fs-lll-0003040,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,SD 1.1.18.1,up,fs-lll-0003060,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,SD 1.1.18.1,a,fs-lll-0003080,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,SD 1.1.18.1,scroll,fs-lll-0003100,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,SD 1.1.18.1,.,fs-lll-0003110,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.19,,ftln-0019,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.19,Your,fs-lll-0003120,,your,#po,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.19,oaths,fs-lll-0003140,,oath,#n2,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.19,are,fs-lll-0003160,,be,#vvb,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.19,passed,fs-lll-0003180,,pass,#vvn,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.19,",",fs-lll-0003190,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.19,and,fs-lll-0003210,,and,#cc,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.19,now,fs-lll-0003230,,now,#av,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.19,subscribe,fs-lll-0003250,,subscribe,#vvb,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.19,your,fs-lll-0003270,,your,#po,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.20,names,fs-lll-0003280,,name,#n2,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.20,",",fs-lll-0003290,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.21,,ftln-0021,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.21,That,fs-lll-0003300,,that,#cs,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.21,his,fs-lll-0003320,,his,#po,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.21,own,fs-lll-0003340,,own,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.21,hand,fs-lll-0003360,,hand,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.21,may,fs-lll-0003380,,may,#vmb,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.21,strike,fs-lll-0003400,,strike,#vvi,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.21,his,fs-lll-0003420,,his,#po,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.21,honor,fs-lll-0003440,,honour,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.21,down,fs-lll-0003460,,down,#acp-av,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.22,,ftln-0022,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.22,That,fs-lll-0003470,,that,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.22,violates,fs-lll-0003490,,violate,#vvz,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.22,the,fs-lll-0003510,,the,#d,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.22,smallest,fs-lll-0003530,,small,#j-s,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.22,branch,fs-lll-0003550,,branch,#n1,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.22,herein,fs-lll-0003570,,herein,#av,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.22,.,fs-lll-0003580,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.23,,ftln-0023,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.23,If,fs-lll-0003590,,if,#cs,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.23,you,fs-lll-0003610,,you,#pn,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.23,are,fs-lll-0003630,,be,#vvb,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.23,armed,fs-lll-0003650,,arm,#vvn,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.23,to,fs-lll-0003670,,to,#acp-cs,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.23,do,fs-lll-0003690,,do,#vvi,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.23,as,fs-lll-0003710,,as,#acp-cs,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.23,sworn,fs-lll-0003730,,swear,#vvn,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.23,to,fs-lll-0003750,,to,#acp-cs,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
w,,1.1.23,do,fs-lll-0003770,,do,#vvi,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
pc,,1.1.23,",",fs-lll-0003780,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
l,,1.1.24,,ftln-0024,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
w,,1.1.24,Subscribe,fs-lll-0003790,,subscribe,#vvb,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,#King_LLL
c,,, ,,,,,,,,1,1,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,1,
