tag,type,n,text,xml:id,who,lemma,ana,prev,part,rendition,act,scene,onstage,stagegroup_raw,speaker
pc,,5.1.59,",",fs-lll-0288460,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Armado_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.59,snap,fs-lll-0288480,,snap,#vvb,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Armado_LLL
pc,,5.1.59,",",fs-lll-0288490,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Armado_LLL
lb,,5.1.60,,ftln-1801,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Armado_LLL
w,,5.1.60,quick,fs-lll-0288500,,quick,#j,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Armado_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.60,and,fs-lll-0288520,,and,#cc,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Armado_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.60,home,fs-lll-0288540,,home,#av_n,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Armado_LLL
pc,,5.1.60,.,fs-lll-0288550,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Armado_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.60,It,fs-lll-0288570,,it,#pn,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Armado_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.60,rejoiceth,fs-lll-0288590,,rejoice,#vvz,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Armado_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.60,my,fs-lll-0288610,,my,#po,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Armado_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.60,intellect,fs-lll-0288630,,intellect,#n1,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Armado_LLL
pc,,5.1.60,.,fs-lll-0288640,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Armado_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.60,True,fs-lll-0288660,,true,#j,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Armado_LLL
lb,,5.1.61,,ftln-1802,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Armado_LLL
w,,5.1.61,wit,fs-lll-0288670,,wit,#n1,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Armado_LLL
pc,,5.1.61,.,fs-lll-0288680,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Armado_LLL
sp,,,,sp-1803,{'#Boy_LLL'},,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
p,,,,p-1803,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
lb,,5.1.62,,ftln-1803,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
w,,5.1.62,Offered,fs-lll-0288700,,offer,#vvn,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.62,by,fs-lll-0288720,,by,#acp-p,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.62,a,fs-lll-0288740,,a,#d,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.62,child,fs-lll-0288760,,child,#n1,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.62,to,fs-lll-0288780,,to,#acp-p,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.62,an,fs-lll-0288800,,a,#d,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.62,old,fs-lll-0288820,,old,#j,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.62,man,fs-lll-0288840,,man,#n1,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
pc,,5.1.62,—,fs-lll-0288850,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
w,,5.1.62,which,fs-lll-0288860,,which,#crq-r,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.62,is,fs-lll-0288880,,be,#vvz,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
lb,,5.1.63,,ftln-1804,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
w,,5.1.63,wit-old,fs-lll-0288890,,wit-old,#j,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
pc,,5.1.63,.,fs-lll-0288900,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
sp,,,,sp-1805,{'#Holofernes_LLL'},,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
p,,,,p-1805,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
lb,,5.1.64,,ftln-1805,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
w,,5.1.64,What,fs-lll-0288920,,what,#crq-q,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.64,is,fs-lll-0288940,,be,#vvz,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.64,the,fs-lll-0288960,,the,#d,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.64,figure,fs-lll-0288980,,figure,#n1,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
pc,,5.1.64,?,fs-lll-0288990,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.64,What,fs-lll-0289010,,what,#crq-q,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.64,is,fs-lll-0289030,,be,#vvz,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.64,the,fs-lll-0289050,,the,#d,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.64,figure,fs-lll-0289070,,figure,#n1,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
pc,,5.1.64,?,fs-lll-0289080,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
sp,,,,sp-1806,{'#Boy_LLL'},,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
p,,,,p-1806,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
lb,,5.1.65,,ftln-1806,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
w,,5.1.65,Horns,fs-lll-0289100,,horn,#n2,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
pc,,5.1.65,.,fs-lll-0289110,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
sp,,,,sp-1807,{'#Holofernes_LLL'},,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
p,,,,p-1807,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
lb,,5.1.66,,ftln-1807,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
w,,5.1.66,Thou,fs-lll-0289130,,thou,#pns,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.66,disputes,fs-lll-0289150,,dispute,#vv2,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.66,like,fs-lll-0289170,,like,#acp-p,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.66,an,fs-lll-0289190,,a,#d,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.66,infant,fs-lll-0289210,,infant,#n1,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
pc,,5.1.66,.,fs-lll-0289220,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.66,Go,fs-lll-0289240,,go,#vvb,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.66,whip,fs-lll-0289260,,whip,#vvb,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.66,thy,fs-lll-0289280,,thy,#po,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
lb,,5.1.67,,ftln-1808,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
w,,5.1.67,gig,fs-lll-0289290,,gig,#n1,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
pc,,5.1.67,.,fs-lll-0289300,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Holofernes_LLL
sp,,,,sp-1809,{'#Boy_LLL'},,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
p,,,,p-1809,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
lb,,5.1.68,,ftln-1809,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
w,,5.1.68,Lend,fs-lll-0289320,,lend,#vvb,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.68,me,fs-lll-0289340,,i,#pno,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.68,your,fs-lll-0289360,,your,#po,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.68,horn,fs-lll-0289380,,horn,#n1,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.68,to,fs-lll-0289400,,to,#acp-cs,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.68,make,fs-lll-0289420,,make,#vvi,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.68,one,fs-lll-0289440,,one,#pi,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
pc,,5.1.68,",",fs-lll-0289450,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.68,and,fs-lll-0289470,,and,#cc,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.68,I,fs-lll-0289490,,i,#pns,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.68,will,fs-lll-0289510,,will,#vmb,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.68,whip,fs-lll-0289530,,whip,#vvi,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
lb,,5.1.69,,ftln-1810,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
w,,5.1.69,about,fs-lll-0289540,,about,#acp-p,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.69,your,fs-lll-0289560,,your,#po,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.69,infamy,fs-lll-0289580,,infamy,#n1,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
pc,,5.1.69,—,fs-lll-0289590,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
w,,5.1.69,unum,fs-lll-0289600,,unum,#fw-la,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.69,cita,fs-lll-0289620,,cita,#fw-la,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
pc,,5.1.69,—,fs-lll-0289630,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
w,,5.1.69,a,fs-lll-0289640,,a,#d,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.69,gig,fs-lll-0289660,,gig,#n1,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.69,of,fs-lll-0289680,,of,#acp-p,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.69,a,fs-lll-0289700,,a,#d,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.69,cuckold’s,fs-lll-0289720,,cuckold,#n1g,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
lb,,5.1.70,,ftln-1811,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
w,,5.1.70,horn,fs-lll-0289730,,horn,#n1,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
pc,,5.1.70,.,fs-lll-0289740,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Boy_LLL
sp,,,,sp-1812,{'#Costard_LLL'},,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Costard_LLL
p,,,,p-1812,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
lb,,5.1.71,,ftln-1812,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Costard_LLL
w,,5.1.71,An,fs-lll-0289760,,an,#cs,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Costard_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.71,I,fs-lll-0289780,,i,#pns,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Costard_LLL
c,,, ,,,,,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,
w,,5.1.71,had,fs-lll-0289800,,have,#vvd,,,,5,1,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,51,#Costard_LLL
