tag,type,n,text,xml:id,who,ana,lemma,rendition,part,prev,act,scene,onstage,stagegroup_raw,speaker
w,,1.1.5,brook,fs-3h6-0001240,,#vvi,brook,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.5,retreat,fs-3h6-0001260,,#n1,retreat,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
pc,,1.1.5,",",fs-3h6-0001270,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
l,,1.1.6,,ftln-0006,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
w,,1.1.6,Cheered,fs-3h6-0001280,,#vvd,cheer,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.6,up,fs-3h6-0001300,,#acp-av,up,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.6,the,fs-3h6-0001320,,#d,the,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.6,drooping,fs-3h6-0001340,,#j_vg,droop,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.6,army,fs-3h6-0001360,,#n1,army,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
pc,,1.1.6,;,fs-3h6-0001370,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.6,and,fs-3h6-0001390,,#cc,and,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.6,himself,fs-3h6-0001410,,#px,himself,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
pc,,1.1.6,",",fs-3h6-0001420,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
l,,1.1.7,,ftln-0007,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
w,,1.1.7,Lord,fs-3h6-0001430,,#n1,lord,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.7,Clifford,fs-3h6-0001450,,#n1-nn,Clifford,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
pc,,1.1.7,",",fs-3h6-0001460,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.7,and,fs-3h6-0001480,,#cc,and,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.7,Lord,fs-3h6-0001500,,#n1,lord,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.7,Stafford,fs-3h6-0001520,,#n1-nn,Stafford,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
pc,,1.1.7,",",fs-3h6-0001530,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.7,all,fs-3h6-0001550,,#d,all,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.7,abreast,fs-3h6-0001570,,#av,abreast,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
pc,,1.1.7,",",fs-3h6-0001580,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
l,,1.1.8,,ftln-0008,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
w,,1.1.8,Charged,fs-3h6-0001590,,#vvd,charge,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.8,our,fs-3h6-0001610,,#po,our,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.8,main,fs-3h6-0001630,,#j,main,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.8,battle’s,fs-3h6-0001650,,#n1g,battle,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.8,front,fs-3h6-0001670,,#n1,front,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.8,and,fs-3h6-0001690,,#cc,and,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
pc,,1.1.8,",",fs-3h6-0001700,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.8,breaking,fs-3h6-0001720,,#vvg,break,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.8,in,fs-3h6-0001740,,#acp-p,in,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
pc,,1.1.8,",",fs-3h6-0001750,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
l,,1.1.9,,ftln-0009,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
w,,1.1.9,Were,fs-3h6-0001760,,#vvd,be,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.9,by,fs-3h6-0001780,,#acp-p,by,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.9,the,fs-3h6-0001800,,#d,the,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.9,swords,fs-3h6-0001820,,#n2,sword,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.9,of,fs-3h6-0001840,,#acp-p,of,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.9,common,fs-3h6-0001860,,#j,common,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.9,soldiers,fs-3h6-0001880,,#n2,soldier,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.9,slain,fs-3h6-0001900,,#vvn,slay,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
pc,,1.1.9,.,fs-3h6-0001910,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#York_1H6
sp,,,,sp-0010,{'#EdwardIV_3H6'},,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
l,,1.1.10,,ftln-0010,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
w,,1.1.10,Lord,fs-3h6-0001930,,#n1,lord,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.10,Stafford’s,fs-3h6-0001950,,#n1g-nn,Stafford,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.10,father,fs-3h6-0001970,,#n1,father,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
pc,,1.1.10,",",fs-3h6-0001980,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.10,Duke,fs-3h6-0002000,,#n1,duke,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.10,of,fs-3h6-0002020,,#acp-p,of,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.10,Buckingham,fs-3h6-0002040,,#n1-nn,Buckingham,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
pc,,1.1.10,",",fs-3h6-0002050,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
l,,1.1.11,,ftln-0011,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
w,,1.1.11,Is,fs-3h6-0002060,,#vvz,be,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.11,either,fs-3h6-0002080,,#av_d,either,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.11,slain,fs-3h6-0002100,,#vvn,slay,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.11,or,fs-3h6-0002120,,#cc,or,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.11,wounded,fs-3h6-0002140,,#vvn,wound,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.11,dangerous,fs-3h6-0002160,,#j,dangerous,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
pc,,1.1.11,.,fs-3h6-0002170,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
l,,1.1.12,,ftln-0012,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
w,,1.1.12,I,fs-3h6-0002180,,#pns,i,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.12,cleft,fs-3h6-0002200,,#vvd,cleave,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.12,his,fs-3h6-0002220,,#po,his,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.12,beaver,fs-3h6-0002240,,#n1,beaver,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.12,with,fs-3h6-0002260,,#acp-p,with,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.12,a,fs-3h6-0002280,,#d,a,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.12,downright,fs-3h6-0002300,,#j,downright,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.12,blow,fs-3h6-0002320,,#n1,blow,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
pc,,1.1.12,.,fs-3h6-0002330,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
l,,1.1.13,,ftln-0013,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
w,,1.1.13,That,fs-3h6-0002340,,#cs,that,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.13,this,fs-3h6-0002360,,#d,this,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
c,,, ,,,,,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,
w,,1.1.13,is,fs-3h6-0002380,,#vvz,be,,,,1,1,#EdwardIV_3H6 #Montague_3H6 #Norfolk_3H6 #RichardIII_R3 #SOLDIERS.YORK_3H6 #Warwick_2H6 #York_1H6,1,#EdwardIV_3H6
