tag,type,n,text,xml:id,who,ana,lemma,rendition,part,prev,act,scene,onstage,stagegroup_raw,speaker
w,,3.3.152,to,fs-3h6-0311900,,#acp-p,to,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.152,him,fs-3h6-0311920,,#pno,he,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.152,and,fs-3h6-0311940,,#cc,and,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.152,Margaret,fs-3h6-0311960,,#n1-nn,Margaret,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
pc,,3.3.152,.,fs-3h6-0311970,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
l,,3.3.153,,ftln-1757,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
w,,3.3.153,But,fs-3h6-0311980,,#acp-cc,but,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.153,if,fs-3h6-0312000,,#cs,if,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.153,your,fs-3h6-0312020,,#po,your,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.153,title,fs-3h6-0312040,,#n1,title,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.153,to,fs-3h6-0312060,,#acp-p,to,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.153,the,fs-3h6-0312080,,#d,the,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.153,crown,fs-3h6-0312100,,#n1,crown,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.153,be,fs-3h6-0312120,,#vvb,be,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.153,weak,fs-3h6-0312140,,#j,weak,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
pc,,3.3.153,",",fs-3h6-0312150,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
l,,3.3.154,,ftln-1758,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
w,,3.3.154,As,fs-3h6-0312160,,#acp-cs,as,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.154,may,fs-3h6-0312180,,#vmb,may,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.154,appear,fs-3h6-0312200,,#vvi,appear,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.154,by,fs-3h6-0312220,,#acp-p,by,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.154,Edward’s,fs-3h6-0312240,,#n1g-nn,Edward,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.154,good,fs-3h6-0312260,,#j,good,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.154,success,fs-3h6-0312280,,#n1,success,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
pc,,3.3.154,",",fs-3h6-0312290,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
l,,3.3.155,,ftln-1759,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
w,,3.3.155,Then,fs-3h6-0312300,,#av,then,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.155,’tis,fs-3h6-0312320,,#pn|vvz,it|be,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.155,but,fs-3h6-0312340,,#acp-p,but,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.155,reason,fs-3h6-0312360,,#n1,reason,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.155,that,fs-3h6-0312380,,#cs,that,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.155,I,fs-3h6-0312400,,#pns,i,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.155,be,fs-3h6-0312420,,#vvb,be,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.155,released,fs-3h6-0312440,,#vvn,release,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
l,,3.3.156,,ftln-1760,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
w,,3.3.156,From,fs-3h6-0312450,,#acp-p,from,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.156,giving,fs-3h6-0312470,,#vvg,give,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.156,aid,fs-3h6-0312490,,#n1,aid,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.156,which,fs-3h6-0312510,,#crq-r,which,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.156,late,fs-3h6-0312530,,#av_j,late,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.156,I,fs-3h6-0312550,,#pns,i,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.156,promisèd,fs-3h6-0312570,,#vvd,promise,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
pc,,3.3.156,.,fs-3h6-0312580,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
l,,3.3.157,,ftln-1761,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
w,,3.3.157,Yet,fs-3h6-0312590,,#av,yet,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.157,shall,fs-3h6-0312610,,#vmb,shall,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.157,you,fs-3h6-0312630,,#pn,you,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.157,have,fs-3h6-0312650,,#vvi,have,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.157,all,fs-3h6-0312670,,#d,all,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.157,kindness,fs-3h6-0312690,,#n1,kindness,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.157,at,fs-3h6-0312710,,#acp-p,at,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.157,my,fs-3h6-0312730,,#po,my,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.157,hand,fs-3h6-0312750,,#n1,hand,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
l,,3.3.158,,ftln-1762,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
w,,3.3.158,That,fs-3h6-0312760,,#cs,that,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.158,your,fs-3h6-0312780,,#po,your,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.158,estate,fs-3h6-0312800,,#n1,estate,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.158,requires,fs-3h6-0312820,,#vvz,require,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.158,and,fs-3h6-0312840,,#cc,and,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.158,mine,fs-3h6-0312860,,#png,i,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.158,can,fs-3h6-0312880,,#vmb,can,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.158,yield,fs-3h6-0312900,,#vvi,yield,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
pc,,3.3.158,.,fs-3h6-0312910,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#KingLewis_3H6
sp,,,,sp-1763,{'#Warwick_2H6'},,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
l,,3.3.159,,ftln-1763,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
w,,3.3.159,Henry,fs-3h6-0312930,,#n1-nn,Henry,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.159,now,fs-3h6-0312950,,#av,now,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.159,lives,fs-3h6-0312970,,#vvz,live,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.159,in,fs-3h6-0312990,,#acp-p,in,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
w,,3.3.159,Scotland,fs-3h6-0313010,,#n1-nn,Scotland,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,#Warwick_2H6
c,,, ,,,,,,,,3,3,#Bourbon_3H6 #KingLewis_3H6 #LadyBona_3H6 #Oxford_3H6 #PrinceEdward_3H6 #QueenMargaret_1H6 #Warwick_2H6,63,
