act,scene,stagegroup,speaker,onstage,n_tokens,n_lines
5,3,83,#Widow_AWW,#ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #Diana_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW #Widow_AWW,23,3
5,3,84,#Bertram_AWW,#ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #Diana_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW #Parolles_AWW #Widow_AWW,9,1
5,3,84,#Diana_AWW,#ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #Diana_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW #Parolles_AWW #Widow_AWW,122,17
5,3,84,#King_AWW,#ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #Diana_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW #Parolles_AWW #Widow_AWW,221,31
5,3,84,#Lafew_AWW,#ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #Diana_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW #Parolles_AWW #Widow_AWW,24,4
5,3,84,#Parolles_AWW,#ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #Diana_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW #Parolles_AWW #Widow_AWW,152,19
5,3,85,#Diana_AWW,#ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #Diana_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW #Parolles_AWW,81,11
5,3,86,#Bertram_AWW,#ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #Diana_AWW #Helen_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW #Parolles_AWW #Widow_AWW,21,3
5,3,86,#Helen_AWW,#ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #Diana_AWW #Helen_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW #Parolles_AWW #Widow_AWW,99,13
5,3,86,#King_AWW,#ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #Diana_AWW #Helen_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW #Parolles_AWW #Widow_AWW,100,13
5,3,86,#Lafew_AWW,#ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #Countess_AWW #Diana_AWW #Helen_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Lafew_AWW #Parolles_AWW #Widow_AWW,36,5
6,0,87,#Epilogue_AWW,#Epilogue_AWW,52,6
