source,target,key,n_lines,n_tokens,edge_index,edge_type
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,17,2,12,69,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,22,2,12,69,passive
#Falstaff_1H4,1.02.0009,8,3,26,70,active
1.02.0009,#ChiefJustice_2H4,17,3,26,70,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,18,3,26,70,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,23,3,26,70,passive
#ChiefJustice_2H4,1.02.0009,8,1,11,71,active
1.02.0009,#Falstaff_1H4,17,1,11,71,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,19,1,11,71,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,24,1,11,71,passive
#Falstaff_1H4,1.02.0009,9,3,30,72,active
1.02.0009,#ChiefJustice_2H4,18,3,30,72,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,20,3,30,72,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,25,3,30,72,passive
#ChiefJustice_2H4,1.02.0009,9,2,17,73,active
1.02.0009,#Falstaff_1H4,18,2,17,73,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,21,2,17,73,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,26,2,17,73,passive
#Falstaff_1H4,1.02.0009,10,3,28,74,active
1.02.0009,#ChiefJustice_2H4,19,3,28,74,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,22,3,28,74,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,27,3,28,74,passive
#ChiefJustice_2H4,1.02.0009,10,3,23,75,active
1.02.0009,#Falstaff_1H4,19,3,23,75,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,23,3,23,75,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,28,3,23,75,passive
#Falstaff_1H4,1.02.0009,11,6,51,76,active
1.02.0009,#ChiefJustice_2H4,20,6,51,76,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,24,6,51,76,passive
