tag,type,n,text,xml:id,who,ana,lemma,facs,part,rendition,prev,next,act,scene,onstage,stagegroup_raw,speaker
lb,,2.3.26,,ftln-0750,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
w,,2.3.26,things,fs-mac-0111170,,#n2,thing,mac.2.3.0767,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.26,.,fs-mac-0111180,,,,mac.2.3.0767,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
sp,,,,sp-0751,{'#Macduff_Mac'},,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
p,,,,p-0751,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
lb,,2.3.27,,ftln-0751,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
w,,2.3.27,What,fs-mac-0111200,,#crq-q,what,mac.2.3.0768,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.27,three,fs-mac-0111220,,#crd,three,mac.2.3.0768,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.27,things,fs-mac-0111240,,#n2,thing,mac.2.3.0768,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.27,does,fs-mac-0111260,,#vvz,do,mac.2.3.0768,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.27,drink,fs-mac-0111280,,#vvi,drink,mac.2.3.0768,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.27,especially,fs-mac-0111300,,#av_j,especial,mac.2.3.0768,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
lb,,2.3.28,,ftln-0752,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
w,,2.3.28,provoke,fs-mac-0111310,,#vvb,provoke,mac.2.3.0769,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
pc,,2.3.28,?,fs-mac-0111320,,,,mac.2.3.0769,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Macduff_Mac
sp,,,,sp-0753,{'#Porter_Mac'},,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
p,,,,p-0753,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
lb,,2.3.29,,ftln-0753,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
w,,2.3.29,Marry,fs-mac-0111340,,#uh,marry,mac.2.3.0770,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.29,",",fs-mac-0111350,,,,mac.2.3.0770,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.29,sir,fs-mac-0111370,,#n1,sir,mac.2.3.0770,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.29,",",fs-mac-0111380,,,,mac.2.3.0770,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.29,nose-painting,fs-mac-0111400,,#n1,nose-painting,mac.2.3.0770,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.29,",",fs-mac-0111410,,,,mac.2.3.0770,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.29,sleep,fs-mac-0111430,,#n1,sleep,mac.2.3.0770,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.29,",",fs-mac-0111440,,,,mac.2.3.0770,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.29,and,fs-mac-0111460,,#cc,and,mac.2.3.0770,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.29,urine,fs-mac-0111480,,#n1,urine,mac.2.3.0770,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.29,.,fs-mac-0111490,,,,mac.2.3.0770,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
lb,,2.3.30,,ftln-0754,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
w,,2.3.30,Lechery,fs-mac-0111500,,#n1,lechery,mac.2.3.0771,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.30,",",fs-mac-0111510,,,,mac.2.3.0771,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.30,sir,fs-mac-0111530,,#n1,sir,mac.2.3.0771,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.30,",",fs-mac-0111540,,,,mac.2.3.0771,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.30,it,fs-mac-0111560,,#pn,it,mac.2.3.0771,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.30,provokes,fs-mac-0111580,,#vvz,provoke,mac.2.3.0771,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.30,and,fs-mac-0111600,,#cc,and,mac.2.3.0771,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.30,unprovokes,fs-mac-0111620,,#vvz,unprovoke,mac.2.3.0771,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.30,.,fs-mac-0111630,,,,mac.2.3.0771,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.30,It,fs-mac-0111650,,#pn,it,mac.2.3.0771,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.30,provokes,fs-mac-0111670,,#vvz,provoke,mac.2.3.0771,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
lb,,2.3.31,,ftln-0755,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
w,,2.3.31,the,fs-mac-0111680,,#d,the,mac.2.3.0772,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.31,desire,fs-mac-0111700,,#n1,desire,mac.2.3.0772,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.31,",",fs-mac-0111710,,,,mac.2.3.0772,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.31,but,fs-mac-0111730,,#acp-cc,but,mac.2.3.0772,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.31,it,fs-mac-0111750,,#pn,it,mac.2.3.0772,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.31,takes,fs-mac-0111770,,#vvz,take,mac.2.3.0772,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.31,away,fs-mac-0111790,,#av,away,mac.2.3.0772,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.31,the,fs-mac-0111810,,#d,the,mac.2.3.0772,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.31,performance,fs-mac-0111830,,#n1,performance,mac.2.3.0772,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.31,.,fs-mac-0111840,,,,mac.2.3.0772,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
lb,,2.3.32,,ftln-0756,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
w,,2.3.32,Therefore,fs-mac-0111850,,#av,therefore,mac.2.3.0772,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.32,much,fs-mac-0111870,,#d,much,mac.2.3.0773,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.32,drink,fs-mac-0111890,,#n1,drink,mac.2.3.0773,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.32,may,fs-mac-0111910,,#vmb,may,mac.2.3.0773,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.32,be,fs-mac-0111930,,#vvi,be,mac.2.3.0773,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.32,said,fs-mac-0111950,,#vvn,say,mac.2.3.0773,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.32,to,fs-mac-0111970,,#acp-cs,to,mac.2.3.0773,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.32,be,fs-mac-0111990,,#vvi,be,mac.2.3.0773,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.32,an,fs-mac-0112010,,#d,a,mac.2.3.0773,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
lb,,2.3.33,,ftln-0757,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
w,,2.3.33,equivocator,fs-mac-0112020,,#n1,equivocator,mac.2.3.0773,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.33,with,fs-mac-0112040,,#acp-p,with,mac.2.3.0773,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.33,lechery,fs-mac-0112060,,#n1,lechery,mac.2.3.0774,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.33,.,fs-mac-0112070,,,,mac.2.3.0774,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.33,It,fs-mac-0112090,,#pn,it,mac.2.3.0774,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.33,makes,fs-mac-0112110,,#vvz,make,mac.2.3.0774,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.33,him,fs-mac-0112130,,#pno,he,mac.2.3.0774,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.33,",",fs-mac-0112140,,,,mac.2.3.0774,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.33,and,fs-mac-0112160,,#cc,and,mac.2.3.0774,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.33,it,fs-mac-0112180,,#pn,it,mac.2.3.0774,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
lb,,2.3.34,,ftln-0758,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
w,,2.3.34,mars,fs-mac-0112190,,#vvz,mar,mac.2.3.0774,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.34,him,fs-mac-0112210,,#pno,he,mac.2.3.0774,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.34,;,fs-mac-0112220,,,,mac.2.3.0774,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.34,it,fs-mac-0112240,,#pn,it,mac.2.3.0774,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.34,sets,fs-mac-0112260,,#vvz,set,mac.2.3.0774,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.34,him,fs-mac-0112280,,#pno,he,mac.2.3.0774,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.34,on,fs-mac-0112300,,#acp-av,on,mac.2.3.0774,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.34,",",fs-mac-0112310,,,,mac.2.3.0774,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.34,and,fs-mac-0112330,,#cc,and,mac.2.3.0775,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.34,it,fs-mac-0112350,,#pn,it,mac.2.3.0775,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.34,takes,fs-mac-0112370,,#vvz,take,mac.2.3.0775,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.34,him,fs-mac-0112390,,#pno,he,mac.2.3.0775,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.34,off,fs-mac-0112410,,#acp-av,off,mac.2.3.0775,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.34,;,fs-mac-0112420,,,,mac.2.3.0775,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.34,it,fs-mac-0112440,,#pn,it,mac.2.3.0775,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
lb,,2.3.35,,ftln-0759,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
w,,2.3.35,persuades,fs-mac-0112450,,#vvz,persuade,mac.2.3.0775,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.35,him,fs-mac-0112470,,#pno,he,mac.2.3.0775,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.35,and,fs-mac-0112490,,#cc,and,mac.2.3.0775,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.35,disheartens,fs-mac-0112510,,#vvz,dishearten,mac.2.3.0775,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.35,him,fs-mac-0112530,,#pno,he,mac.2.3.0776,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.35,;,fs-mac-0112540,,,,mac.2.3.0776,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.35,makes,fs-mac-0112560,,#vvz,make,mac.2.3.0776,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.35,him,fs-mac-0112580,,#pno,he,mac.2.3.0776,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
lb,,2.3.36,,ftln-0760,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
w,,2.3.36,stand,fs-mac-0112590,,#vvi,stand,mac.2.3.0776,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.36,to,fs-mac-0112610,,#acp-p,to,mac.2.3.0776,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.36,and,fs-mac-0112630,,#cc,and,mac.2.3.0776,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.36,not,fs-mac-0112650,,#xx,not,mac.2.3.0776,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.36,stand,fs-mac-0112670,,#vvb,stand,mac.2.3.0776,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.36,to,fs-mac-0112690,,#acp-cs,to,mac.2.3.0776,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.36,;,fs-mac-0112700,,,,mac.2.3.0776,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.36,in,fs-mac-0112720,,#acp-p,in,mac.2.3.0776,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.36,conclusion,fs-mac-0112740,,#n1,conclusion,mac.2.3.0777,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.36,",",fs-mac-0112750,,,,mac.2.3.0777,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.36,equivocates,fs-mac-0112770,,#vvz,equivocate,mac.2.3.0777,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
lb,,2.3.37,,ftln-0761,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
w,,2.3.37,him,fs-mac-0112780,,#pno,he,mac.2.3.0777,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.37,in,fs-mac-0112800,,#acp-p,in,mac.2.3.0777,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.37,a,fs-mac-0112820,,#d,a,mac.2.3.0777,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.37,sleep,fs-mac-0112840,,#n1,sleep,mac.2.3.0777,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.37,and,fs-mac-0112860,,#cc,and,mac.2.3.0777,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.37,",",fs-mac-0112870,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.37,giving,fs-mac-0112890,,#vvg,give,mac.2.3.0777,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.37,him,fs-mac-0112910,,#pno,he,mac.2.3.0777,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.37,the,fs-mac-0112930,,#d,the,mac.2.3.0777,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.37,lie,fs-mac-0112950,,#n1,lie,mac.2.3.0777,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
pc,,2.3.37,",",fs-mac-0112960,,,,mac.2.3.0777,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
c,,, ,,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,
w,,2.3.37,leaves,fs-mac-0112980,,#vvz,leave,mac.2.3.0778,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
lb,,2.3.38,,ftln-0762,,,,,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
w,,2.3.38,him,fs-mac-0112990,,#pno,he,mac.2.3.0778,,,,,2,3,#Lennox_Mac #Macduff_Mac #Porter_Mac,38,#Porter_Mac
